City;ID;ICAO Code;IATA Code;Type;Airport Name;Latitude (Degrees);Longitude (Degrees);Continent;Local_code
A. Ibañez;39430;SLCY;--;small_airport;Collpa Airport;-17.56500053;-63.17470169;SA;--
A. Ibañez;39546;SLSK;--;small_airport;Santa Rosa Del Sara Airport;-17.10000038;-63.63333511;SA;--
Aachen;315135;DE-0184;--;small_airport;Stolberg-Diepenlinchen Airfield;50.7704;6.2818;EU;--
Aachen;28490;EDKA;AAH;small_airport;Aachen-Merzbrück Airport;50.82305527;6.186388969;EU;--
Aalborg;2562;EKYT;AAL;large_airport;Aalborg Airport;57.09275891;9.849243164;EU;--
Aalen;2260;EDPA;--;small_airport;Aalen-Heidenheim/Elchingen Airport;48.77777863;10.26472187;EU;--
Aamby Valley City;46556;IN-0033;--;small_airport;Aamby Valley Airport;18.60961667;73.37758333;AS;--
Aarbergen;314456;DE-0167;--;small_airport;Michelbach Airfield;50.2317;8.077;EU;--
Aarhus;2540;EKAH;AAR;medium_airport;Aarhus Airport;56.29999924;10.61900043;EU;--
Aars;2560;EKVH;--;small_airport;Vesthimmerlands Flyveplads;56.846901;9.45861;EU;--
Aasiaat;31697;BGAA;JEG;medium_airport;Aasiaat Airport;68.72180176;-52.78469849;NA;--
Aba;312371;AHJ;AHJ;medium_airport;Hongyuan Airport;32.53154;102.35224;AS;--
Aba;31400;FZJF;--;small_airport;Aba Airport;3.860187;30.255747;AF;--
Abadan;5130;OIAA;ABD;medium_airport;Abadan Airport;30.37109947;48.22829819;AS;--
Abadeh;42524;OISA;--;small_airport;Abadeh Airport;31.16666794;52.66666794;AS;--
Abaeté;345;SNLI;--;small_airport;Abaeté Airport;-19.15559959;-45.49480057;SA;SNLI
Abaiang;30611;NGAB;ABF;small_airport;Abaiang Airport;1.798609972;173.0410004;OC;--
Abakan;6503;UNAA;ABA;medium_airport;Abakan Airport;53.74000168;91.38500214;AS;--
Aban;310630;UNQA;--;small_airport;Aban Airport;56.6847;96.1203;EU;--
Abangares;41969;MRMA;--;small_airport;Monte Alto Airport;10.08333302;-85.26667023;NA;--
Abaré;179;SDLI;--;small_airport;Jeová Gomes Corrêa Airport;-8.73699;-39.115398;SA;BA0039
Abariringa;5426;PCIS;CIS;medium_airport;Canton Island Airport;-2.76812005;-171.7100067;OC;--
Abaroa;39492;SLCL;--;small_airport;Collpani Airport;-18.89166641;-66.78333282;SA;--
Abay;41873;KZ-0021;--;small_airport;Abay Bazar Airport;41.36220169;68.98760223;AS;--
Abbeville;7249;0J0;--;small_airport;Abbeville Municipal Airport;31.60020065;-85.23880005;NA;0J0
Abbeville;10098;34LS;--;small_airport;Coastal Ridge Airpark;30.02890015;-92.01450348;NA;34LS
Abbeville;10144;35LA;--;small_airport;Ms Pats Airport;29.97450066;-92.17610168;NA;35LA
Abbeville;18387;K0R3;--;small_airport;Abbeville Chris Crusta Memorial Airport;29.97579956;-92.084198;NA;IYA
Abbeville;21527;LA60;--;small_airport;Live Oak Landing Strip;29.824421;-92.115511;NA;LA60
Abbeville;4174;LFOI;XAB;medium_airport;Abbeville;50.143501;1.831891;EU;--
Abbeville;21701;LS68;--;small_airport;Ken Guidry Nr 1 Airport;29.93470001;-92.21350098;NA;LS68
Abbeville;24479;SC81;--;small_airport;Abbeville Airport;34.1515007;-82.35369873;NA;SC81
Abbeville;24490;SC92;--;small_airport;Rambos Field;34.10319901;-82.28179932;NA;SC92
Abbeyfeale;321161;IE-0018;--;small_airport;Abbeyfeale Airfield;52.396374;-9.338401;EU;--
Abbeyleix;43996;EIIH;--;small_airport;Abbeyleix;52.892223;-7.262778;EU;--
Abbeyshrule;29213;EIAB;--;small_airport;Abbeyshrule Aerodrome;53.59170151;-7.645559788;EU;--
Abbiategrasso;315882;IT-0111;--;small_airport;Aviosuperficie dei Navigli;45.414722;8.895;EU;MIABB
Abbotsford;1969;CYXX;YXX;medium_airport;Abbotsford Airport;49.02529907;-122.3610001;NA;--
Abbott;25121;TX03;--;small_airport;Stapleton Field;31.87520027;-97.06690216;NA;TX03
Abbottabad;41610;OPAB;--;small_airport;Abbottabad Airport;34.200001;73.25;AS;--
Abbse;30960;OYAB;EAB;small_airport;Abbse Airport;16.010833;43.176667;AS;--
Abdanan;32101;OICD;--;small_airport;Abdanan Airport;32.93450165;47.48339844;AS;--
Abemama Atoll;30619;NGTB;AEA;small_airport;Abemama Atoll Airport;0.490833014;173.8289948;OC;--
Abengourou;32098;DIAU;OGO;small_airport;Abengourou Airport;6.715559959;-3.470279932;AF;--
Aberdeen 1;15440;94WA;--;small_airport;Wishkah River Ranch Airport;47.08480072;-123.7740021;NA;94WA
Aberdeen;2459;EGPD;ABZ;large_airport;Aberdeen Dyce Airport;57.20190048;-2.197779894;EU;--
Aberdeen 2;29643;FAAE;--;small_airport;Aberdeen Airport;-32.46670151;24.06669998;AF;--
Aberdeen 3;31216;FVAB;--;small_airport;Aberdeen Airport;-18.195092;32.675326;AF;--
Aberdeen 4;3358;KABR;ABR;medium_airport;Aberdeen Regional Airport;45.44910049;-98.42179871;NA;ABR
Aberdeen 5;21260;KU36;--;small_airport;Aberdeen Municipal Airport;42.92100143;-112.8809967;NA;U36
Aberdeen 6;24501;SD05;--;small_airport;Thorson Airfield;45.3716011;-98.47869873;NA;SD05
Aberdeen 7;325820;SD32;--;small_airport;Braun Airport;45.434722;-98.444305;NA;SD32
Aberdeen Proving Grounds(Aberdeen);3381;KAPG;APG;medium_airport;Phillips Army Air Field;39.466202;-76.1688;NA;APG
Aberdeen/Amory;20431;KM40;--;small_airport;Monroe County Airport;33.87369919;-88.48970032;NA;M40
Abergavenny;319061;GB-0317;--;small_airport;Abergavenny Airport;51.795023;-2.994372;EU;--
Abernathy;19833;KF83;--;small_airport;Abernathy Municipal Airport;33.84590149;-101.7630005;NA;F83
Aberporth;2413;EGFA;--;small_airport;Aberporth Airport;52.11529922;-4.556940079;EU;--
Abha;5082;OEAB;AHB;medium_airport;Abha Regional Airport;18.24040031;42.65660095;AS;--
Abidjan;2096;DIAP;ABJ;medium_airport;Port Bouet Airport;5.261390209;-3.926290035;AF;--
Abie;22920;NE27;--;small_airport;Abie Sky Ranch Airport;41.36669922;-96.95030212;NA;NE27
Abilene;10167;35TX;--;small_airport;Flying B Ranch Airstrip;32.48400116;-99.82559967;NA;35TX
Abilene;14583;82TS;--;small_airport;Elmdale Airpark;32.45009995;-99.65039825;NA;82TS
Abilene;3357;KABI;ABI;medium_airport;Abilene Regional Airport;32.41130066;-99.68190002;NA;ABI
Abilene;3499;KDYS;DYS;large_airport;Dyess Air Force Base;32.42079926;-99.854599;NA;DYS
Abilene;20264;KK78;--;small_airport;Abilene Municipal Airport;38.90409851;-97.23590088;NA;K78
Abilene;25118;TX00;--;small_airport;Abilene Executive Airpark;32.44889832;-99.62000275;NA;TX00
Abilene;25120;TX02;--;small_airport;Portlock Airfield;32.5265007;-99.61289978;NA;TX02
Abingdon;10028;32VA;--;small_airport;Old South Aerodrome;36.677778;-81.928722;NA;32VA
Abingdon;29642;EGUD;--;small_airport;RAF Abingdon;51.69029999;-1.316669941;EU;--
Abingdon;17982;IL01;--;small_airport;Wolford's Airport;40.79249954;-90.4382019;NA;IL01
Abingdon;21326;KVJI;VJI;small_airport;Virginia Highlands Airport;36.68709946;-82.03330231;NA;VJI
Abiquiu;11846;50NM;--;small_airport;Ghost Ranch Strip;36.30279922;-106.487999;NA;50NM
Abita Springs;21474;LA07;--;small_airport;Price Ultralightport;30.51749992;-90.00830078;NA;LA07
Ablow;31964;NVSA;MTV;small_airport;Mota Lava Airport;-13.66600037;167.7120056;OC;--
Aboisso;323785;DIAO;ABO;small_airport;Aboisso Airport;5.461944;-3.234722;AF;--
Abong M'bang;31132;FKAG;--;small_airport;Abong M'bang Airport;3.967000008;13.19999981;AF;--
Abou-Deïa;312362;AOD;AOD;small_airport;Abou-Deïa Airport;11.4773;19.2874;AF;--
Aboyne;299582;GB-0009;--;small_airport;Aboyne Airfield;57.075556;-2.839444;EU;--
Abrahams Bay;4950;MYMM;MYG;medium_airport;Mayaguana Airport;22.379499;-73.013494;NA;--
Abrantes;326783;PT-0106;--;small_airport;Pista de Mouriscas;39.477844;-8.089349;EU;--
Abrego;40741;SK-370;--;small_airport;Santa Lucía Airport;8.043373;-73.211586;SA;SLU
Abreojos;30631;MX-AJS;AJS;small_airport;Abreojos Airport;26.72719955;-113.5589981;NA;--
Abreulândia;323574;SWUX;--;small_airport;Fazenda 4 Amigos Airport;-9.409722;-49.668333;SA;--
Abrolhos;38213;AU-0014;--;small_airport;Abrolhos East Wallabi Island Airport;-28.43785;113.7355833;OC;A15
Absaraka;22844;ND07;--;small_airport;Punton Private Airport;47.00279999;-97.40720367;NA;ND07
Abu ad Duhur;6339;OS57;--;medium_airport;Abu ad Duhur Air Base;35.73220062;37.10419846;AS;--
Abu Dhabi 2;2;OM11;--;small_airport;Abu Dhabi Northeast Airport;24.51889992;54.98009872;AS;--
Abu Dhabi;5226;OMAA;AUH;large_airport;Abu Dhabi International Airport;24.43300056;54.65110016;AS;--
Abu Musa;5138;OIBA;AEU;medium_airport;Abu Musa Island Airport;25.8757;55.033001;AS;--
Abu Rudeis;30660;EG-AUE;AUE;small_airport;Abu Rudeis Airport;28.89900017;33.20249939;AS;--
Abu Simbel;3181;HEBL;ABS;medium_airport;Abu Simbel Airport;22.37599945;31.61170006;AF;--
Abu Suwayr;2375;HE35;--;medium_airport;Abu Suwayr Air Base;30.5727005;32.09529877;AF;--
Abu's Camp;317601;FBAB;--;small_airport;Abu Airport;-19.4159;22.5526;AF;--
Abuja;2104;DNAA;ABV;large_airport;Nnamdi Azikiwe International Airport;9.006790161;7.263169765;AF;--
Abumumbazi;31371;FZFE;--;small_airport;Abumumbazi Airport;3.695793;22.150068;AF;--
Acacias;40758;SK-156;--;small_airport;El Monasterio Airport;8.944722;-73.258333;SA;ACI
Acacias;40802;SK-336;--;small_airport;Quebraditas Airport;3.945278;-73.536667;SA;ACS
Açailândia;36421;SJAL;--;small_airport;Fazenda Santa Maria Airport;-4.646389008;-47.23333359;SA;--
Açailândia;36750;SJOJ;--;small_airport;Simasa Airport;-4.869166851;-47.38916779;SA;--
Acampo;317112;MX-0118;--;small_airport;La Azufrosa Airport;28.1019;-102.1963;NA;RLA
Acandi;40998;SK-192;--;small_airport;El Gilgal Airport;8.2;-77.083333;SA;EGI
Acandí;30613;SKAD;ACD;small_airport;Alcides Fernández Airport;8.51667;-77.3;SA;ACD
Acaponeta;316880;MX-0109;--;small_airport;Acaponeta Airport;22.4832;-105.4118;NA;ACP
Acapulco;4688;MMAA;ACA;large_airport;General Juan N Alvarez International Airport;16.75709915;-99.7539978;NA;--
Acará;37063;SNDP;--;small_airport;Palmares Airport;-2.260277987;-48.59833145;SA;--
Acarí;39621;SPCR;--;small_airport;Acarí Airbase Airport;-15.5;-74.66667175;SA;--
Acaricuara;41015;SK-471;ARF;small_airport;Acaricuara Airport;0.533333;-70.133333;SA;ARF
Acarigua;6249;SVAC;AGV;medium_airport;Oswaldo Guevara Mujica Airport;9.553375244;-69.23786926;SA;--
Accra;2090;DGAA;ACC;large_airport;Kotoka International Airport;5.6051898;-0.166786;AF;--
Aceguá;35850;SIAP;--;small_airport;Roso Par Airport;-31.73442;-54.089186;SA;--
Aceitunas;42324;PR-0003;--;small_airport;Labadle Airport;18.44869995;-67.06259918;NA;--
Acensa;42030;MHAC;--;small_airport;Acensa Airport;13.24361134;-87.34139252;NA;--
Achao;32256;SCAH;--;small_airport;Tolquien Airport;-42.44940186;-73.52469635;SA;--
Achinsk;30616;UNKS;ACS;medium_airport;Achinsk Airport;56.2682991;90.57080078;AS;--
Achutupo;42182;PA-0001;ACU;small_airport;Achutupo Airport;8.431659698;-77.96520233;NA;--
Ackerly;13871;75TA;--;small_airport;Coleman Cattle Company Nr 1 Airport;32.53430176;-101.7249985;NA;75TA
Ackerman;19196;K9M4;--;small_airport;Ackerman Choctaw County Airport;33.30350113;-89.22840118;NA;9M4
Ackley;11365;4C7;--;small_airport;Ackley Municipal Airport;42.54750061;-93.03320313;NA;4C7
Acme;25609;WA12;--;small_airport;Acme Field;48.70959854;-122.1780014;NA;WA12
Acorizal;38038;SWQM;--;small_airport;Fazenda Boa Vista Airport;-15.08944416;-56.37333298;SA;--
Acquasparta;316753;IT-0155;--;small_airport;Campo di Volo Acquasparta;42.6841667;12.5527778;EU;--
Acqui Terme (AL);308674;IT-0038;--;small_airport;Aviosuperficie Acqui Terme;44.677488;8.50124;EU;ALACQ
Acreúna;36248;SISI;--;small_airport;Fazenda Sete Ilhas Airport;-17.63416672;-50.47055435;SA;--
Acreúna;256;SJER;--;small_airport;Fazenda Canadá Airport;-17.31888889;-50.32027778;SA;SJER
Acreúna;38184;SWZH;--;small_airport;Fazenda Caçapava Airport;-17.575001;-50.174997;SA;--
Acreúna;38188;SWZN;--;small_airport;Fazenda Francês Airport;-17.32222176;-50.42583466;SA;--
Acton;6661;02ME;--;small_airport;Nadeau's Airfield;43.5373;-70.929397;NA;02ME
Acton;22004;ME89;--;small_airport;Buzzy's Field;43.60839844;-70.9681015;NA;ME89
Açu;408;SNUC;--;small_airport;Açu Airport;-5.595049858;-36.96089935;SA;SNUC
Acuña;324304;MX-0554;--;small_airport;Rancho El Salado Airstrip;29.639167;-101.759166;NA;RSX
Ad Damazin;3240;HSDZ;RSS;small_airport;Damazin Airport;11.7859;34.3367;AF;--
Dammam;5087;OEDF;DMM;large_airport;King Fahd International Airport;26.47120094;49.79790115;AS;--
Ada;7158;0D7;--;small_airport;Ada Airport;40.79059982;-83.82910156;NA;0D7
Ada;9552;2MI5;--;small_airport;Somerville Airport;42.94169998;-85.48639679;NA;2MI5
Ada;10718;3OK0;--;small_airport;Valley Airport;34.70500183;-96.5766983;NA;3OK0
Ada;19235;KADH;ADT;small_airport;Ada Regional Airport;34.804298;-96.671303;NA;ADH
Ada;22109;MN01;--;small_airport;Hammars Farm Airport;47.28329849;-96.61699677;NA;MN01
Ada;23807;OK80;--;small_airport;Thomas Ranch Airport;34.72869873;-96.60109711;NA;OK80
Ada/Twin Valley;19586;KD00;--;small_airport;Norman County/Ada/Twin Valley Airport;47.26050186;-96.40029907;NA;D00
Adaba;31564;HAAD;--;small_airport;Adaba Airport;7.050000191;39.40000153;AF;--
Adado;324756;AAD;AAD;small_airport;Adado Airport;6.095802;46.6375;AF;--
Adair;23762;OK18;--;small_airport;Grand Isle Airport;36.42340088;-95.1710968;NA;OK18
Adair;331126;US-1114;--;small_airport;Stagecoach Airport;41.6052;-94.6161778;NA;IA43
Adak Island;16092;PADK;ADK;medium_airport;Adak Airport;51.87799835;-176.6459961;NA;ADK
Adam;299737;OM-0002;AOM;small_airport;Adam Airport;22.49194444;57.38388889;AS;--
Adamantina;142;SDAD;--;small_airport;Everaldo Moras Barreto Airport;-21.69479942;-51.09730148;SA;SDAD
Adamantina;38169;SWYO;--;small_airport;Usina Branco Peres Airport;-21.4869442;-51.02555466;SA;--
Adamova;325857;LV-0024;--;small_airport;Adamovas lidlauks;56.5663854;27.3478822;EU;--
Adamovka;310608;UWOD;--;small_airport;Adamovka;51.5;59.936111;EU;--
Adampur;26542;VIAX;AIP;small_airport;Adampur Airport;31.4338;75.758797;AS;--
Adams;23518;OG04;--;small_airport;Rothrock Field;45.74860001;-118.6210022;NA;OG04
Adams Mills;23645;OH82;--;small_airport;Graham Farm Airport;40.15340042;-81.97350311;NA;OH82
Adana;4512;LTAF;ADA;large_airport;Adana Airport;36.98220062;35.28039932;AS;--
Adana 2;4513;LTAG;UAB;medium_airport;İncirlik Air Base;37.0021019;35.42589951;AS;--
Adazi;44007;EVAD;--;small_airport;Adazi Airfield;57.098598;24.2658;EU;--
Addis Ababa;3157;HAAB;ADD;large_airport;Addis Ababa Bole International Airport;8.977890015;38.79930115;AF;--
Addis Ababa 2;3158;HAAL;--;small_airport;Lideta Army Airport;9.003685;38.725498;AF;--
Addison;9285;2A8;--;small_airport;Addison Municipal Airport;34.217038;-87.158353;NA;2A8
Addison;9656;2NY7;--;small_airport;Towner Farm Airport;42.12149811;-77.21140289;NA;2NY7
Addison;24267;PS27;--;small_airport;Juergensen Airpark and Maritime Facility Airport;39.73139954;-79.375;NA;PS27
Addison;25505;VT09;--;small_airport;Spencer Airport;44.11360168;-73.29029846;NA;VT09
Addison;25507;VT11;--;small_airport;Ass-Pirin Acres Airport;44.06869888;-73.37339783;NA;VT11
Addy;25651;WA57;--;small_airport;Bluecreek Airport;48.31389999;-117.8399963;NA;WA57
Adel;11218;47OR;--;small_airport;Mc Ranch Airport;42.16490173;-119.9049988;NA;47OR
Adel;18424;K15J;--;small_airport;Cook County Airport;31.13780022;-83.45330048;NA;15J
Adelaide;27096;YPAD;ADL;large_airport;Adelaide International Airport;-34.945;138.531006;OC;--
Adelaide 2;27103;YPED;--;medium_airport;RAAF Base Edinburgh;-34.70249939;138.6210022;OC;--
Adelaide;27118;YPPF;--;small_airport;Adelaide Parafield Airport;-34.79330063;138.6329956;OC;--
Adelanto;7128;0CL1;--;small_airport;Krey Field Airport;34.56940079;-117.5559998;NA;0CL1
Adelanto;7703;11CL;--;small_airport;Hansen Airport;34.63000107;-117.6529999;NA;11CL
Adelanto;11906;52CL;--;small_airport;Adelanto Airport;34.53749847;-117.4609985;NA;52CL
Adelheidsdorf;310074;DE-0100;--;small_airport;Großes Moor Airfield;52.5359;10.02;EU;--
Ademuz;320645;ES-0085;--;small_airport;Aeródromo forestal de Ademuz;40.091464;-1.210474;EU;--
Aden;5311;OYAA;ADE;medium_airport;Aden International Airport;12.8295002;45.02880096;AS;--
Adin;16075;A26;--;small_airport;Adin Airport;41.18600082;-120.9520035;NA;A26
Adıyaman;4561;LTCP;ADF;medium_airport;Adıyaman Airport;37.73139954;38.46889877;AS;--
Adjumani;3262;HUAJ;--;small_airport;Adjumani Airport;3.33923;31.7647;AF;--
Adjuntas;24223;PR20;--;small_airport;Adjuntas Airport;18.1802;-66.756897;NA;PR20
Adrian;13914;76TA;--;small_airport;Canadian River Ranch Airport;35.402675;-102.807605;NA;46XS
Adrian;19234;KADG;ADG;small_airport;Lenawee County Airport;41.86769867;-84.07730103;NA;ADG
Adrian;22504;MU07;--;small_airport;Angle Bar M Airport;38.3946991;-94.31020355;NA;MU07
Adustina;269;SNAH;--;small_airport;Araguari AirportAdustina Airport;-10.5809;-38.088799;SA;SNAH
Advance;9931;30NC;--;small_airport;Happy Bottom Airport;36.04859924;-80.45690155;NA;30NC
Advance;13422;6NC8;--;small_airport;Marchmont Plantation Airpark;35.9382019;-80.3844986;NA;6NC8
Adversane;333354;GB-0748;--;small_airport;Hadfold Farm Airstrip UL;51.0022;-0.4606;EU;--
Aeng;26710;VYAN;VBA;small_airport;Ann Airport;19.769199;94.0261;AS;--
Ærø;29647;EKAE;--;small_airport;Ærø Airport;54.85279846;10.45639992;EU;--
Aerodromul Geamăna;315660;LRPT;--;small_airport;Aerodromul Geamăna;44.8162779;24.8941665;EU;--
Afipsky;315344;RU-0436;--;small_airport;Afipsky Airport;44.8544;38.8224;EU;ZB1Y
Afobakka;308263;SMAF;--;small_airport;Afobakka Airstrip;4.998505;-54.992033;SA;--
Afogados Da Ingazeira;37263;SNTB;--;small_airport;Afogados da Ingazeira Airport;-7.723610878;-37.61888885;SA;--
Afrânio;37265;SNTG;--;small_airport;Afrânio Airport;-8.610555649;-41.00027847;SA;--
Afton;14005;79F;--;small_airport;Teramiranda Airport;36.60839844;-94.87249756;NA;79F
Afton;15097;8NY3;--;small_airport;North Fork Airport;42.26869965;-75.55970001;NA;8NY3
Afton;18728;K3O9;NRI;small_airport;Grand Lake Regional Airport;36.57759857;-94.86190033;NA;3O9
Afton;19249;KAFO;AFO;small_airport;Afton Municipal Airport;42.71120071;-110.9420013;NA;AFO
Afton;22607;MY35;--;small_airport;Walker Field;44.93349838;-92.81770325;NA;MY35
Afton;26114;WY60;--;small_airport;Heiner Airport;42.86100006;-110.8980026;NA;WY60
Afuá;314976;BR-0026;--;small_airport;Afuá Municipal Airport;-0.1581;-50.3881;SA;--
Afula;4420;LLMG;--;small_airport;Megiddo Airport;32.59730148;35.22880173;AS;--
Afyonkarahisar;4514;LTAH;AFY;medium_airport;Afyon Airport;38.72639847;30.60110092;AS;--
Agadez;2127;DRZA;AJY;medium_airport;Mano Dayak International Airport;16.9659996;8.000109673;AF;--
Agadir;3101;GMAD;AGA;medium_airport;Al Massira Airport;30.32500076;-9.413069725;AF;--
Agaga;325950;PH-0075;--;small_airport;Jose Parades Airbase Airstrip;18.402542;120.666339;AS;--
Agartala;26489;VEAT;IXA;medium_airport;Agartala Airport;23.88699913;91.24040222;AS;--
Agate;16879;CO25;--;small_airport;Metrogro Farm Airport;39.49610138;-103.723999;NA;CO25
Agathazell;309957;DE-0094;--;small_airport;Agathazell Airfield;47.553;10.2731;EU;--
Agats-Papua Island;41434;WAKG;--;small_airport;Agats Airport;-5.541460037;138.1333313;AS;--
Agazzano (PC);315879;IT-0108;--;small_airport;"Campo di Volo ""Le Merline""";44.97287;9.479142;EU;PCAGA
Agdenes;44877;NO-0013;--;small_airport;Agdenes Airfield Breivika;63.628887;9.72749996;EU;--
Agen/La Garenne;4058;LFBA;AGF;medium_airport;Agen-La Garenne Airport;44.17470169;0.590556026;EU;--
Aggeneys;2768;FAAG;AGZ;medium_airport;Aggeneys Airport;-29.28179932;18.81389999;AF;--
Aghajari;5132;OIAG;AKW;medium_airport;Aghajari Airport;30.7444;49.6772;AS;--
Aghnaskeagh;324511;IE-0052;--;small_airport;Lough Sheelin Airstrip;53.7964;-7.28455;EU;--
Aginskoye;44801;RU-0210;--;small_airport;Aginskoye Airport;55.26599884;94.86000061;EU;--
Agnedo;319399;IT-0271;--;small_airport;Campo di Volo Agnedo;46.0447222;11.5419444;EU;--
Agnes Water;27351;YAWT;--;small_airport;Agnes Water Airport;-24.20224;151.8925;OC;--
Agnew;30622;AU-AGW;AGW;small_airport;Agnew Airport;-12.14560032;142.1490021;OC;--
Agnico-Eagle Meadowbank Gold Mine;299180;cmb2;--;small_airport;Meadowbank Airport;65.02466155;-96.06865883;NA;CMB2
Agordat;324060;HHAG;--;small_airport;Agordat Airport;15.536688;37.862933;AF;--
Agotu;301669;PG-0002;--;small_airport;Agotu Airstrip;-6.5;145.2413889;OC;AGU
Agoy;44620;RU-0165;--;small_airport;Agoy Airfield;44.13899994;39.02799988;EU;--
Agrigento;318911;IT-0241;--;small_airport;Aviosuperficie Agrigento;37.247222;13.654722;EU;AGFAV
Agrinion;42452;GR-0002;--;small_airport;Dhokimion Airport;38.61259842;21.39520073;EU;--
Agua Blanca;42062;MHFD;--;small_airport;Finca 12 Airport;15.26972198;-87.90277863;NA;--
Agua Blanca;42103;MHMP;--;small_airport;Marcos Perez Airport;15.28611088;-87.88527679;NA;--
Água Boa;44719;SDUK;--;small_airport;Fazenda Xaimite Airport;-14.09666729;-52.90194321;SA;--
Água Boa;36036;SIIX;--;small_airport;Fazenda Córrego Fundo Airport;-13.7369442;-52.58944321;SA;--
Água Boa;37816;SWCM;--;small_airport;Fazenda Couto Magalhães Airport;-13.99027824;-52.92694473;SA;--
Água Boa;37892;SWGV;--;small_airport;Fazenda Cocal II Airport;-12.801944;-52.607777;SA;MT0346
Água Boa;37902;SWHP;--;small_airport;Olhos D'água Airport;-14.019444;-52.152222;SA;--
Água Boa;38083;SWTD;--;small_airport;Fazenda Sete de Setembro Airport;-13.88111115;-52.40000153;SA;--
Agua Caliente Springs;21455;L54;--;small_airport;Agua Caliente Airport;32.95009995;-116.2929993;NA;L54
Água Clara;35428;SDAU;--;small_airport;Fazenda Itau Airport;-19.4685;-52.6214;SA;--
Água Clara;36751;SJOK;--;small_airport;Fazenda Modelo Airport;-19.31555557;-52.9766655;SA;--
Água Clara;36837;SJRW;--;small_airport;PCH Buriti Airport;-19.34111023;-52.6894455;SA;--
Água Clara;36849;SJSJ;--;small_airport;Fazenda São José do Cangalha Airport;-19.51555634;-52.60472107;SA;--
Água Clara;36938;SJWC;--;small_airport;Fazenda Nossa Senhora da Muxima Airport;-19.587221;-52.951942;SA;--
Água Clara;36958;SJWW;--;small_airport;Fazenda Cachoeira Preta Airport;-20.02138901;-53.21611023;SA;--
Água Clara;37389;SSAG;--;small_airport;Fazenda Lobo Airport;-19.711728;-52.726921;SA;MS0244
Água Clara;37449;SSEL;--;small_airport;Fazenda Jatiuca Airport;-20.1697216;-52.93305588;SA;--
Água Clara;37505;SSIB;--;small_airport;Fazenda Suely Airport;-19.47999954;-52.8125;SA;--
Água Clara;37654;SSSR;--;small_airport;Fazenda Santa Rosa Airport;-20.31638908;-52.73333359;SA;--
Água Clara;37755;SSYU;--;small_airport;Fazenda Três Pontes Airport;-19.82694435;-52.58666611;SA;--
Água Clara;37756;SSYV;--;small_airport;Fazenda Progresso Airport;-19.72638893;-52.85139084;SA;--
Água Clara;37766;SSZG;--;small_airport;Fazenda São João Airport;-19.25722122;-52.89638901;SA;--
Água Clara;37774;SSZU;--;small_airport;Fazenda Três Marias Airport;-19.503125;-53.049556;SA;MS0425
Água Clara;38192;SWZR;--;small_airport;Fazenda Ponto de Apoio Airport;-20.4665;-52.688;SA;--
Água Comprida;37031;SNAF;--;small_airport;Fazenda Água Comprida Airport;-19.94694328;-48.0336113;SA;--
Agua Dulce;13089;67TX;--;small_airport;Old Hoppe Place Airport;27.8003006;-97.85119629;NA;67T
Agua Dulce;20307;KL70;--;small_airport;Agua Dulce Airpark;34.50419998;-118.3130035;NA;L70
Agua Prieta;319793;MX-0277;--;small_airport;Rancho Los Chirriones Airport;31.0276;-109.204;NA;RLC
Aguacatal;42028;HN-MST;--;small_airport;El Tesoro Airport;13.23916721;-87.0055542;NA;--
Aguachica;40810;AGI;--;small_airport;El Paraíso Airport;8.128611;-73.584722;SA;AGI
Aguachica;40818;SK-145;--;small_airport;Base Principal Celta Airport;8.2025;-73.631667;SA;AGY
Aguachica;40819;SK-150;--;small_airport;Calima Airport;8.283333;-73.645833;SA;CAL
Aguachica;32306;SKAG;--;small_airport;Hacaritama Airport;8.247;-73.5814;SA;AGH
Aguaclara;40726;SK-048;ACL;small_airport;Aguaclara Airport;4.753611;-73.002778;SA;ACL
Aguadilla;6379;TJBQ;BQN;medium_airport;Rafael Hernandez Airport;18.49489975;-67.12940216;NA;BQN
Aguadulce;42183;PA-0002;--;small_airport;Aguadulce Airport;8.251649857;-80.56539917;NA;--
Agualeguas;316883;MX-0110;--;small_airport;La Gloria Airport;26.3304;-99.4858;NA;TKT
Agualeguas;331654;MX-1075;--;small_airport;Rancho La Joya Airport;26.301306;-99.635639;NA;RHD
Aguanga;7115;0CA8;--;small_airport;Ward Ranch Airport;33.42779922;-116.8430023;NA;0CA8
Aguaray, San Martín;42841;AR-0419;--;small_airport;Finca La Frontera Airport;-22.12351;-63.29055;SA;SMF
Aguas Calientes;39616;SPAT;--;small_airport;Aguas Calientes Airport;-8.833330154;-74.6832962;SA;--
Águas De Santa Bárbara;42239;SSZT;--;small_airport;Fazenda São João Airport;-22.79416656;-49.34111023;SA;--
Aguascalientes;4691;MMAS;AGU;medium_airport;Jesús Terán Paredo International Airport;21.705601;-102.318001;NA;--
Aguaytia;39611;SPAG;--;small_airport;Aguaytia Airport;-9.037409782;-75.50920105;SA;--
Aguazul;40685;SK-068;--;small_airport;El Moriche Airport;5.015556;-72.406944;SA;AGM
Aguazul;40684;SK-069;--;small_airport;El Porvenir Airport;5.199722;-72.406667;SA;AZG
Aguazul;40692;SK-077;--;small_airport;Fasca Main Base Airport;5.155278;-72.520833;SA;FCA
Aguazul;40688;SK-082;--;small_airport;Jamaica Airport;5.092778;-72.450278;SA;AGJ
